Cycle_number,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B16,B17,B18,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C16,C17,C18,D1,D2,D3,D4,D5,D6,D7,D8,D16,D17,D18,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E16,E17,E18,F1,F2,F3,F4,F5,F6,F7,F8,F16,F17,F18,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G16,G17,G18,H1,H2,H3,H4,H5,H6,H7,H8,H16,H17,H18,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I16,I17,I18,J1,J2,J3,J4,J5,J6,J7,J8,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,L1,L2,L3,L4,L5,L6,L7,L8,M1,M2,M3,M4,M5,M6,M7,M8,M9,M11,M12,N1,N2,N3,N4,N5,N6,N7,N8,O1,O2,O3,O4,O5,O6,O7,O8,O9,O11,O12,P1,P2,P3,P4,P5,P6,P7,P8,P16,P17,P18
6,3500.89,3584.27,3500.48,3544.17,3476.3,3507.67,3472.13,3621.7,3541.05,3580.43,3662.73,3713.56,3649.61,3631.03,3637.67,3544.11,3794.49,3813.78,3695.62,3728.08,3752.8,3782.15,3728.58,3605.62,3763.13,3637.06,3584.31,3560.52,3589.1,3574.81,3585.38,3544.29,3542.04,3530.51,3558.44,3658.71,3597.6,3527.85,3531.17,3585.95,3616.89,3616.92,3636.22,3753.49,3713.15,3719.36,3722.55,3763.66,3759.39,3539.04,3684.47,3699.49,3551.95,3575.6,3553.74,3575.55,3504.8,3630.84,3587.41,3578.52,3567.13,3581.64,3521.38,3587.27,3503.4,3511.76,3531.86,3573.94,3615.28,3722.93,3776.22,3760.32,3655.69,3844.79,3801.87,3625.7,3712.77,3626.33,3594.64,3591.28,3585,3633.99,3589.82,3632.19,3545.27,3438.5,3488.28,3592.4,3520.88,3618.2,3449.47,3492.06,3388.32,3591.61,3711.01,3656.75,3658.8,3659.54,3674.58,3746.8,3598.26,3627.17,3666.22,3680.46,3520.04,3610.74,3489.36,3611.08,3589.03,3592.59,3459.75,3523.56,3565.19,3535.43,3559.47,3491.19,3460.46,3463.36,3518.73,3632.65,3671.33,3701.34,3647.26,3757.51,3620.04,3697.85,3672.73,3641.92,3636.75,3557.19,3500.53,3504.67,3583.82,3560.91,3508.59,3501.02,3531.58,3460.16,3452.83,3581.14,3714.33,3791.93,3733.36,3729.75,3665.08,3681.85,3707.28,3679.55,3727.21,3632.36,3545.4,3551.58,3509.58,3533.89,3543.8,3541.69,3481.87,3503.31,3746.39,3787.95,3743.55,3770.18,3765.77,3577.13,3631.78,3602.21,3627.29,3661.51,3630.79,3566.2,3540.23,3582.21,3570.76,3488.73,3557.74,3533.26,3481.38,3722.22,3744.73,3831.44,3707.28,3665.95,3638.13,3617.17,3616.47,3523.95,3574.44,3573.53
7,3500.87,3579.4,3501.03,3542.08,3476.09,3503.47,3465.26,3619.28,3536.04,3578.89,3662.95,3711.66,3645.31,3630.03,3642.76,3541.53,3791.8,3815.01,3693.85,3724.02,3754.81,3779.68,3725.74,3607.07,3762.96,3635.8,3581.88,3564,3583.09,3570.26,3583.12,3544.08,3540.74,3531.48,3556.04,3654.58,3595.25,3525.67,3530.72,3585.37,3617.18,3610.62,3627.24,3746.08,3708.61,3718,3724.23,3760.93,3753.91,3527.36,3685.05,3695.45,3545.32,3579.17,3553.05,3577.84,3509.62,3636.58,3586.51,3577.63,3566.72,3584.79,3526.18,3583.02,3501.49,3508.38,3528.73,3568.78,3613.58,3722.97,3776.19,3757.94,3653,3842.48,3799.25,3621.79,3709.35,3625.68,3589.55,3592.98,3585.57,3631.63,3593.79,3633.02,3544.22,3437.61,3491.14,3588.04,3522.73,3616.74,3455.64,3493.79,3387.07,3588.06,3703.7,3654.61,3654.9,3650.68,3673.03,3745.11,3600.33,3621.47,3664.28,3675.27,3514.74,3609.55,3489.58,3608.16,3586.22,3599.07,3452.24,3524.01,3564.47,3531.89,3559.86,3486.14,3458.13,3464.68,3514.57,3629.42,3669.65,3702.48,3645.38,3752.82,3607.99,3695.5,3675.28,3640.69,3631.61,3555.76,3494.94,3498.99,3581.28,3558.85,3510.4,3502.62,3536.36,3460.81,3448.37,3578.79,3712.31,3795.41,3732.21,3729.9,3666.03,3679.83,3707.22,3678.63,3716.86,3631.25,3539.25,3551.07,3505.31,3531.75,3546.93,3540.56,3478.82,3501.26,3742.78,3785,3741.89,3768.9,3766.99,3578.61,3629.89,3603.96,3628.03,3652.45,3626.03,3559.69,3534.15,3578.73,3562.38,3488.17,3556.73,3529.96,3480.4,3719.49,3736.35,3829.67,3697.18,3657.02,3629.58,3613.23,3612.51,3523.54,3569.8,3569.61
8,3495.64,3579.87,3501.57,3541.28,3477.09,3500.69,3464.94,3619.69,3536.37,3576.85,3660.91,3705.18,3651.24,3633,3639.03,3536.75,3785.54,3807.88,3688.65,3723.07,3749.37,3783.24,3726.37,3606.22,3759.8,3637.07,3579.65,3561.08,3584.87,3569.79,3582.09,3540.72,3534.9,3533.32,3554.02,3658.33,3594.2,3523.08,3529.94,3588.14,3616.84,3609.77,3625.4,3744.44,3706.82,3717.42,3726.6,3757.63,3754.86,3531.24,3682.78,3690.32,3538.15,3573.73,3547.02,3575.67,3508.9,3629.61,3584.83,3576.79,3565.36,3580.25,3523.38,3579.3,3502.08,3505.55,3528.47,3562.3,3613.02,3722.23,3772.89,3758.28,3648.34,3845.07,3800.39,3621.63,3706.06,3622.21,3584.44,3591.39,3580.51,3627.79,3585.63,3629.39,3536.23,3436.29,3485.8,3591.64,3515.42,3605.46,3445.93,3483.76,3382.81,3581.59,3704.06,3655.5,3651.62,3656.38,3669.38,3747.03,3596.49,3618.97,3664.49,3673.79,3513.82,3609.6,3488.29,3603.62,3583.76,3593.49,3453.14,3523.74,3565.54,3537.44,3555.59,3484.63,3457.02,3462.7,3512.28,3624.18,3666.48,3699.29,3643.84,3748.71,3609.9,3697.41,3670.92,3639.02,3629.39,3556.17,3495.38,3500.82,3580.94,3554.55,3505.14,3498.83,3531.51,3454.95,3447.93,3575.55,3707.52,3787.05,3728.98,3721.33,3665.84,3679.37,3705.42,3675.52,3718.78,3626.52,3540.47,3547.38,3505.94,3530.79,3541.77,3533.71,3475.89,3498.58,3743.69,3782.48,3743.04,3771.48,3769.69,3579.73,3629.42,3597.54,3630.59,3651.45,3626.3,3559.6,3533.08,3575.4,3561.48,3487.25,3554.41,3527.77,3478.93,3718.04,3733.25,3822.96,3693.32,3656.61,3628.18,3610.87,3610.3,3518.48,3562.72,3566.52
9,3491.61,3573.44,3497.82,3539.45,3473,3502.44,3462.98,3612.38,3532.52,3572.79,3660.79,3703.44,3656.79,3639.48,3655.74,3536.08,3781.43,3807.97,3689.06,3720.76,3749.64,3777.59,3718.23,3609.01,3761.59,3630.39,3576.64,3557.97,3583.3,3573.4,3576.42,3539.02,3531.36,3530.01,3554.63,3653.68,3594.48,3521,3534.51,3586.54,3620.06,3604.96,3620.32,3743.33,3704.81,3711.77,3721.26,3749.54,3751.46,3531.23,3678.07,3687.75,3540.92,3571.98,3550.34,3573.87,3506.54,3631.41,3580.82,3576.07,3563.95,3583.28,3523.25,3574.13,3497.13,3508.16,3531.85,3560.69,3602.83,3717.75,3767.23,3754.73,3648.91,3844.29,3798.48,3618.29,3706.26,3620.45,3581.97,3587.29,3582.68,3630.45,3584.53,3632.47,3533.88,3436.44,3489.86,3589.76,3515.85,3607.26,3448.63,3483.17,3383.04,3579.91,3695,3654.91,3649.47,3650.28,3668.96,3746.49,3596.32,3621.56,3665.24,3671.05,3510.31,3603.88,3485.03,3606.43,3581.84,3594.49,3454.88,3522.8,3557.1,3532.54,3553.3,3484.58,3454.31,3463.53,3514.81,3621.03,3665.23,3698.45,3638.75,3745.97,3615.22,3698.5,3672.04,3626.46,3631.33,3550.47,3493.69,3493.79,3577.94,3550.42,3500.57,3494.67,3525.33,3450.49,3447.66,3575.45,3706.66,3787.5,3724.79,3725.03,3662.7,3680.69,3698.3,3675.69,3719.01,3622.79,3538.26,3544.3,3507.43,3530.05,3536.7,3533.4,3470.47,3496.44,3734.82,3779.11,3740.41,3766.62,3760.15,3574.07,3628.89,3596.49,3633.85,3652.66,3627.5,3563.99,3536.56,3580.15,3561.14,3483.5,3555.45,3529.85,3477.26,3714.33,3731.29,3829.09,3696.61,3657.69,3628.2,3614.52,3610.28,3516.41,3562.22,3564.35
10,3489.54,3569.56,3495.59,3532.23,3470.97,3500.92,3457.44,3612.37,3529.84,3566.99,3655.78,3705.56,3674.91,3649.66,3665.44,3532.67,3783.16,3810.81,3685.52,3721.58,3745.22,3778.8,3722.4,3600.63,3759.81,3626.47,3570.37,3558.02,3583.26,3568.12,3577.83,3543.62,3530.6,3529.99,3550.03,3651.18,3589.28,3522.19,3540.16,3595.67,3627.7,3604.68,3617.8,3743.76,3703.58,3715.38,3718.26,3752.16,3751.39,3522.45,3680.06,3686.16,3538.79,3569.96,3549.3,3573.61,3503.9,3632.87,3578.1,3576.85,3563.51,3578.49,3519.15,3579.24,3498.92,3508.12,3529.69,3556.06,3603.37,3718.15,3767.73,3749.39,3644.79,3843.63,3794.99,3618.46,3706.76,3618.94,3581.7,3589.24,3578,3631.29,3585.66,3630.72,3538.31,3436.18,3488.16,3590.9,3512.61,3606.77,3447.53,3482.27,3381.23,3575.24,3694.57,3651.14,3648.54,3652.97,3665.12,3748.18,3589.76,3620.33,3658.64,3668.53,3511.35,3609.49,3483.22,3603.44,3580.97,3593.6,3454.95,3519.16,3550.19,3530.6,3550.11,3481.64,3455.63,3457.98,3515.13,3614.51,3656.85,3695.46,3633.71,3745.8,3608.89,3696.94,3670.14,3627.52,3624.38,3552.84,3496.47,3494.52,3577.47,3552.65,3504.14,3494.18,3528.27,3452.74,3442.62,3573.81,3702.78,3789.58,3725.14,3725.45,3664.27,3677.69,3701.97,3670.82,3714.32,3625.39,3540.31,3545.63,3504.91,3526.37,3537.24,3535,3472.92,3491.69,3733.68,3778.8,3738.14,3763.89,3762.39,3573.79,3629.08,3596.19,3634.2,3652.59,3623.56,3558.01,3532.18,3575.86,3559.7,3483.12,3556.45,3522.97,3476.64,3713.3,3726.38,3821.88,3688.34,3656.01,3628.78,3611.93,3606.69,3517.88,3557.75,3562.46
11,3489.7,3571.41,3495.91,3537.43,3469.94,3495.56,3461.12,3619.59,3528.47,3573.01,3655.99,3704.98,3705.37,3678.34,3694.2,3529.24,3777.85,3805.65,3684.25,3716.83,3744.34,3775.47,3719.8,3600.14,3757.59,3629.42,3572.35,3556.23,3582.24,3570.64,3572.11,3542.95,3529.73,3526.99,3546.51,3647.31,3585.91,3524.38,3554.09,3608.66,3639.87,3596.69,3618.14,3738.69,3700.72,3712.43,3710.62,3748.86,3746.83,3522.27,3678.55,3689.81,3532.51,3567.69,3544.42,3574.55,3510.96,3637.97,3584.29,3581.66,3566.68,3582.63,3516.99,3578.42,3500.61,3510.29,3529.69,3552.43,3602.58,3714.26,3768.22,3743.03,3641.66,3840.99,3795.95,3615.33,3709.9,3618.23,3583.53,3590.55,3576.09,3631.53,3581.89,3634.24,3535.89,3435.73,3485.37,3596.88,3509.93,3609.9,3447.68,3482.38,3384.76,3578.68,3694.92,3652.36,3645.3,3648.25,3666.95,3749.11,3594.45,3616.14,3659.98,3669.26,3504.33,3605.5,3483.47,3602.08,3578.87,3591.28,3452.38,3523.41,3549.65,3530.5,3548.95,3480.19,3450.17,3461.47,3515.76,3617.3,3664.64,3695.86,3631.85,3744.28,3606.88,3698.67,3669.41,3627.99,3620.44,3549.7,3492.08,3494.66,3576.12,3547.75,3505.05,3491.36,3525.97,3448.32,3444.63,3575.04,3705.48,3789.1,3720.61,3723.77,3661.94,3679.09,3700.99,3675.61,3714.25,3617.86,3535.72,3539.71,3505.12,3524.34,3533.36,3532.87,3464.96,3490.75,3732.77,3771.69,3734.97,3759.69,3760.96,3572.65,3626.42,3594.36,3636.68,3651.49,3620.14,3558.51,3532.69,3572.34,3556.19,3485.09,3556.7,3526.31,3475.18,3714.16,3727.45,3819.59,3689.18,3653.02,3623.78,3611.52,3606.91,3515.68,3561,3563.23
12,3492.3,3576.31,3490.42,3536.63,3474.67,3498.5,3459.42,3613.32,3527.9,3570.26,3654.61,3704.92,3751.58,3722.53,3742.77,3525.81,3775.85,3804.36,3686.14,3715.85,3746.57,3774.99,3716.48,3599.14,3759.25,3622.09,3568.55,3556.75,3578.39,3568.32,3577.68,3538.76,3529.02,3528.25,3549.06,3649.14,3588.97,3524.68,3580.32,3632.78,3669.71,3596.47,3615.86,3739.49,3703.89,3706.73,3712.68,3746.45,3750.19,3527.43,3679.07,3682.49,3536.05,3568.46,3537.08,3567.54,3504.9,3634.36,3582.27,3582.1,3562.49,3586.26,3517.41,3577.14,3504.33,3508.21,3531.81,3557.43,3598.71,3713.39,3766.27,3741.17,3644.1,3845.57,3790.47,3615.31,3706.46,3620.22,3579.82,3587.31,3579.27,3632.38,3581.06,3636.75,3536.02,3432.55,3481.77,3593.13,3511.07,3606.96,3445.94,3479.14,3385.52,3568.87,3688.56,3649.52,3641.19,3649.57,3667.72,3743.07,3591.54,3620.64,3657,3666.62,3511.49,3604.4,3481.19,3604.92,3579.94,3591.65,3452.76,3522.97,3549,3535.54,3550.26,3474.82,3450.73,3459.16,3515.41,3618.15,3655.65,3696.76,3628.56,3744.05,3611.08,3696.77,3668.83,3619.4,3619.41,3549.27,3488.79,3491.13,3573.78,3547.76,3497.87,3489.42,3527.82,3450.4,3438.92,3574.74,3700.9,3789.11,3723.73,3722.13,3664.72,3680.01,3702.31,3675.74,3721.54,3616.2,3535.02,3541.18,3503.52,3524.27,3534.54,3531,3466.01,3489.78,3733.91,3772.27,3741.17,3757,3759.87,3577.39,3624.05,3589.99,3635.38,3648.21,3621.19,3561.14,3535.1,3573.84,3553.8,3482.18,3550.65,3519.75,3470.29,3712.4,3724.63,3816.1,3685.39,3650.92,3625,3609.94,3605.99,3510.94,3556.07,3561.48
13,3489.66,3576.64,3492.94,3537.22,3477.19,3503.34,3455.16,3610.05,3522.24,3575.08,3654.28,3706.28,3827.76,3789.04,3817.32,3525.56,3772.08,3802.07,3684.34,3714.3,3743.07,3773.27,3717.96,3599.66,3756.67,3625.51,3568.16,3554.79,3576.58,3563.55,3573.52,3539.36,3528.35,3527.17,3547.97,3653.79,3585.13,3519.97,3620.2,3682.55,3719.13,3593.45,3616.85,3739.96,3705.46,3702.98,3709.32,3749.64,3749.22,3520.21,3684.08,3686.7,3528.34,3568.56,3543.62,3569.51,3500.98,3632.43,3581.29,3580.83,3558.88,3579.68,3509.93,3579.09,3515.05,3520.16,3549.46,3552.99,3598.52,3709.9,3765.93,3743.59,3642.22,3845.73,3795.03,3611.62,3708.07,3618.77,3579.27,3582.39,3576.43,3630.68,3580.48,3633.5,3534.11,3431.4,3478.37,3592.17,3508.26,3605.34,3455.33,3487.08,3389.06,3571.06,3687.48,3652.54,3642.89,3648.84,3664.03,3746.02,3588.03,3617.43,3657.31,3670.36,3505.32,3602.73,3483.4,3602.11,3577.9,3591.96,3450.5,3524,3549.9,3531.9,3546.05,3479.07,3452.39,3455.58,3510.77,3618.94,3657.14,3692.87,3627.75,3737.81,3610.2,3700.03,3667.35,3623.51,3621.53,3547.6,3491.25,3492.89,3575.15,3550.83,3499.83,3488.35,3523.16,3445.97,3436.93,3577.22,3699.98,3787,3718.66,3724.14,3667.16,3684.66,3699.8,3671.35,3709.21,3617.4,3534.24,3540.78,3499.76,3523.33,3537.63,3528.88,3465.77,3488.62,3733.95,3774.22,3741.35,3760.75,3757.29,3576.68,3629.88,3594.23,3638.48,3648.94,3618.86,3555.91,3526.16,3569.94,3551.82,3479.2,3549.11,3521.02,3473.58,3711.67,3724.82,3816.73,3680.67,3653.01,3623.96,3611.69,3599.84,3515.46,3561.07,3564.44
14,3484.4,3572.49,3485.12,3532.08,3473.83,3494.55,3452.52,3609.66,3526.63,3570.7,3655.34,3703.84,3925.09,3884.53,3916.97,3526.13,3775.16,3803.4,3680.62,3716.36,3742.88,3770.81,3716.16,3607.02,3758.52,3625.62,3566.38,3553.14,3571.99,3564.29,3574.53,3533.05,3524.65,3523.89,3547.73,3652.07,3581.89,3519.71,3689.71,3748.88,3794.55,3592.35,3612.14,3739.54,3705.62,3705.96,3708.24,3748.07,3747.57,3528.55,3680.71,3685.29,3530.26,3562.83,3539.59,3569.43,3501.34,3631.39,3580.9,3581.78,3563.03,3581.44,3513.73,3575.7,3530.29,3538.64,3564.88,3547.87,3594.26,3710.79,3761.85,3742.04,3641.78,3841.6,3789.39,3619.15,3703.35,3615.22,3576.03,3586.54,3574.72,3624.02,3576.94,3634.2,3537.48,3432.76,3481.11,3592.91,3503.6,3602.82,3458.43,3490.2,3396.6,3571.5,3684.77,3650.49,3639.25,3650.07,3663.24,3747.93,3588.64,3618.04,3656.01,3665.68,3504.84,3602.84,3480.13,3601.47,3581.59,3589.74,3454.38,3521.02,3541.88,3529.41,3543.3,3469.12,3451.26,3454.34,3516.89,3620.2,3659.1,3693.66,3625.51,3741.65,3607.2,3695.48,3666.54,3621.95,3617.51,3547.28,3488.61,3490.29,3568.61,3545.91,3496.37,3484.16,3528.07,3439.41,3433.67,3574.19,3703.52,3789.27,3719.38,3721.06,3662.91,3680.02,3704.11,3669.57,3708.12,3614.4,3534.14,3542.11,3496.74,3523.5,3533.65,3523.03,3459.3,3486.49,3731.62,3776.91,3737.69,3759.87,3752.9,3576.94,3624.68,3591.39,3642.95,3648.75,3617.29,3556.88,3529.67,3564.73,3548.05,3476.01,3546.79,3514.88,3466.24,3710.55,3722.25,3816.72,3678.56,3653.81,3621.22,3613.26,3602.22,3510.89,3555.32,3559.37
15,3487.46,3566.78,3486.49,3529.58,3468.85,3494.85,3456.05,3606.91,3519.09,3565.55,3651.14,3700.98,4044.65,3995.98,4035.66,3525.31,3771.41,3803.65,3684.87,3712.93,3740.15,3769.52,3717,3604.3,3761.03,3626.69,3566.54,3548.79,3574.66,3564.22,3577.94,3538.66,3527.08,3523.72,3548.99,3650.53,3580.08,3518.63,3781.75,3854.04,3898.59,3592.54,3615.32,3735.85,3702.59,3705.36,3709.01,3745.76,3749.34,3526.98,3680.1,3687.07,3524.71,3562.58,3537.75,3563.94,3502.3,3626.19,3581.34,3580.43,3558.84,3586.58,3514,3571.71,3561.81,3559.24,3596.45,3545.56,3591.83,3704.91,3760.3,3735.02,3641.24,3845.86,3795.75,3611.12,3702.53,3615.37,3576.91,3577.66,3573.19,3624.29,3581.62,3631.69,3537.34,3436.85,3481.47,3592.76,3505.69,3601.12,3477.24,3507.68,3410.34,3565.77,3686.31,3651.95,3639.11,3651.19,3664.26,3749.03,3591.69,3613.41,3656.23,3668.27,3500.32,3595.51,3481.26,3592.43,3577.47,3585.82,3452.56,3520.68,3543.16,3530.93,3546.46,3472.86,3453.26,3459.08,3515.53,3613.77,3654.74,3692.6,3632.03,3743.65,3608.42,3706.24,3668.93,3618.77,3612.77,3543.28,3488.82,3489.95,3571.76,3544.62,3497.78,3481.09,3527.74,3442.77,3434.63,3572.91,3697.21,3790.18,3722.79,3726.76,3665.02,3681.04,3701.35,3675.17,3703.43,3617.28,3535.77,3537.1,3500.06,3525.33,3533.64,3527.71,3458.8,3484.89,3727.92,3770.34,3733.97,3750.01,3753.94,3580.41,3629.05,3594.56,3639.66,3646.19,3614.33,3552.62,3521.77,3562.1,3545.81,3476.8,3547.79,3517,3467.1,3711.91,3726.75,3814.7,3679.98,3653.12,3624.91,3607.2,3609.35,3510.1,3557.06,3561.53
16,3489.14,3569.05,3489.76,3526.48,3473.58,3495.21,3455.28,3601.42,3522.96,3560.41,3647.28,3697.35,4174.13,4127.47,4161.8,3526.19,3772.24,3803.1,3676.64,3714.82,3740.72,3769.11,3712.76,3608.43,3764.93,3633.57,3563.34,3548.09,3575.9,3563.01,3572.89,3532.68,3526.1,3520.22,3544.97,3648.31,3581.24,3519.84,3888.5,3971.21,4025.82,3591.24,3610.98,3734.19,3700.92,3703.81,3705.56,3741.65,3740.54,3523.48,3681.66,3687.03,3529.62,3561.11,3536.16,3561.9,3505.74,3629.68,3584.86,3578.08,3560.45,3581.39,3514.94,3574.08,3613.1,3615.4,3645.68,3546.27,3594.97,3708.87,3759.57,3741.82,3637.8,3845.04,3794.84,3616.67,3709.06,3616.14,3576.98,3575.74,3571.4,3618.05,3576.33,3631.47,3529.35,3428.98,3481.83,3587.38,3502.29,3597.63,3499.48,3530.22,3431.81,3562.53,3686.13,3651.26,3639.43,3649.73,3665.4,3747.72,3595.21,3618.52,3659.94,3665.89,3500.39,3594.6,3474.41,3600.51,3574.09,3580.06,3451.55,3518.52,3547.08,3528.43,3542.74,3469.03,3456.23,3462.98,3522.64,3618.55,3657.88,3694.42,3631.04,3741.23,3605.18,3698,3669.79,3621.86,3612.51,3543.14,3484.31,3488.59,3568.57,3547.51,3493.68,3482.27,3521.45,3439.34,3433.06,3570.36,3701.42,3792.91,3719.68,3721.9,3661.32,3680.36,3703.11,3670.48,3705.68,3615.21,3529.35,3537.54,3494.82,3523.11,3530.19,3522.29,3456.35,3485.81,3727.58,3772.45,3736.09,3754.54,3752.18,3573.15,3628.64,3591.56,3635.57,3645.97,3612.45,3551.87,3516.74,3560.19,3542.53,3475.01,3542.72,3513.44,3458.98,3707.21,3723.86,3812.94,3679.62,3646.53,3625.37,3613.02,3603.75,3508.2,3550.04,3557.74
17,3480.09,3558.82,3483.95,3530.13,3467.58,3494.12,3449.9,3601.96,3518.18,3556.93,3648.63,3693.6,4288.88,4243.83,4289.11,3523.37,3772.91,3801.74,3683,3713.44,3746.43,3772.02,3715.1,3613.98,3771.21,3636.29,3562.97,3547.46,3571.81,3559.48,3572.17,3533.33,3526.41,3520.98,3545.8,3645.77,3579.18,3519.33,4006.87,4092.39,4155.95,3589.39,3607.87,3738,3702.29,3703.29,3707.23,3750.3,3746.83,3528.06,3685.85,3687.15,3526.94,3558.49,3538.26,3555.9,3500.17,3628.33,3582.35,3577.93,3558.92,3576.02,3507.33,3572,3694.71,3689.55,3724.47,3545.97,3597.2,3705.13,3760.12,3740.33,3637.87,3841.1,3788.93,3615.8,3707.16,3616.2,3575.29,3572.96,3567.32,3622.23,3576.07,3630.34,3534.07,3428.16,3480.38,3583.29,3499.92,3597.64,3541.69,3580.71,3477.11,3566.32,3686.97,3648.19,3641.26,3651.61,3661.58,3749.74,3596.47,3613.89,3659.92,3662.29,3499.76,3594.74,3477.27,3597.37,3576.78,3585.07,3449.02,3515.34,3548.44,3528.51,3548.18,3468.62,3466.44,3472.51,3534.98,3614.69,3659.1,3693.76,3629.34,3740.95,3609.17,3700.12,3668.59,3620.18,3610.82,3543.31,3487.26,3486.19,3566.5,3542.65,3495.81,3482.74,3519.63,3437.72,3434.08,3572.47,3695.97,3787.7,3717.2,3716.03,3657.09,3679.66,3699.54,3673.03,3707.16,3615.75,3533.36,3537.58,3496.05,3522.38,3527.84,3521.06,3459.08,3481.69,3725.93,3773.26,3737.72,3755.44,3751.79,3574.77,3625.78,3591.62,3629.37,3643.3,3614.64,3549.95,3508.76,3559.24,3537.54,3474.81,3541.85,3509.02,3456.25,3716.08,3724.38,3817.12,3677.99,3654.24,3624.64,3613.43,3605.34,3512.3,3554.45,3559.18
18,3486.29,3562.49,3484.26,3526.32,3472.23,3491.45,3455.59,3599.97,3516.86,3560.17,3644.96,3692.9,4411.21,4348.79,4408.48,3523.63,3767.71,3805.19,3678.05,3710.95,3745.11,3767.12,3711.56,3623.04,3783.92,3648.23,3562.54,3546.59,3572.03,3562.01,3570.35,3535.1,3528.15,3520.91,3547.69,3646,3576.76,3519.63,4121.84,4213.14,4279.64,3588.7,3613.9,3732.83,3701.94,3705.44,3705.5,3744.49,3747.45,3528.17,3687.33,3692.68,3524.81,3556.95,3535.49,3558.53,3498.34,3627.05,3586.16,3577.68,3554.54,3577.33,3510.61,3573.68,3785.58,3787.45,3828.16,3547.38,3597.65,3709.44,3761.66,3740.31,3641.38,3843.52,3790.83,3616.68,3710.28,3614.37,3575.43,3578.33,3570.27,3619.2,3572.15,3632.81,3531.83,3430.39,3483.02,3583.62,3503.03,3597.64,3613.85,3655.07,3542.95,3569.11,3687.08,3652.66,3640.49,3651.6,3664.41,3749.13,3591.88,3617.47,3660.31,3664.05,3498.95,3595.04,3475.27,3595.68,3575.57,3583.87,3451.92,3517.36,3547.18,3526.99,3547.62,3464.83,3488.06,3488.64,3556.55,3613.82,3654.85,3692.95,3628.3,3739.09,3604.35,3704.63,3674.1,3618.44,3611.36,3543.46,3485.31,3488.63,3566.09,3545.25,3494.14,3479.18,3519.51,3440.04,3435.38,3572.62,3703.67,3787.88,3716.66,3725.17,3665.11,3679.46,3702.14,3667.88,3703.08,3610.66,3530.78,3538.04,3495.71,3520.92,3527.28,3521.91,3456.19,3484.58,3730.37,3771.47,3735.59,3761.85,3757.81,3576.98,3628.75,3594.11,3619.72,3642.66,3611.77,3544.41,3512.08,3558.26,3536.81,3472.95,3537.53,3504.27,3453.24,3709.7,3722.88,3812.02,3683.05,3655.81,3620.26,3611.59,3602.97,3507.23,3553.56,3557.57
19,3484.66,3564.1,3486.65,3528.17,3469.66,3489,3452.91,3598.15,3519.26,3561.84,3649.14,3698.45,4517.9,4458.27,4509.87,3523.61,3776.91,3805.44,3681.77,3712.63,3746.76,3772.87,3715.38,3643.4,3806.84,3670.39,3563.67,3543.78,3571.91,3558.51,3567.29,3529.78,3521.46,3518.69,3546.09,3648.72,3577.85,3519.39,4227.34,4333.45,4397.91,3595.96,3613.97,3736.78,3701.83,3700.31,3709.56,3745.95,3745.67,3533.07,3694.16,3697.06,3525.19,3555.03,3534.02,3557.74,3500.78,3623.01,3580.36,3579.6,3556.62,3577.98,3509.27,3571.23,3902.14,3899.41,3942.1,3548.94,3597.19,3710.17,3758.35,3739.58,3639.36,3841.54,3792.52,3622.99,3711.61,3624.8,3575.44,3579.68,3568.87,3622.71,3578.37,3631.03,3535.12,3425.06,3476.35,3586.83,3502.85,3594.25,3705.16,3752.54,3628.56,3565.03,3688.88,3650.42,3640.09,3650.96,3662.12,3749.17,3593.68,3619.27,3659.65,3662.26,3500.53,3597.75,3472,3595.93,3574.63,3584.55,3448.14,3515.9,3546.69,3522.8,3541.51,3465.09,3520.02,3522.36,3589.92,3614.64,3654.29,3689.42,3627.08,3739.77,3607.32,3705.52,3669.89,3616.48,3609.3,3544.55,3486.7,3490.94,3569.59,3541.92,3493.08,3482.11,3519.41,3438.92,3432.97,3573.93,3701.18,3789.72,3718.3,3722.32,3662.87,3679.45,3700.97,3671.23,3703.04,3611.11,3529.06,3537.28,3491.9,3517.51,3527.82,3515.92,3455.97,3484.23,3728.24,3772.36,3740.37,3758.93,3756.55,3576.09,3627.23,3593.32,3621.27,3639.3,3610.87,3541.73,3514.32,3553.87,3528.81,3467.39,3534.31,3502.68,3450.2,3707.55,3722.62,3815.7,3678.01,3648.57,3621.51,3614.58,3607.25,3508.93,3554.28,3557.94
